Year,County,1_br,2_br,3_br,4_br,Est. Population
2018,Anderson,625,733,987,1291,58458
2018,Andrews,771,1026,1286,1605,14786
2018,Angelina,697,801,1070,1091,86771
2018,Aransas,745,856,1236,1350,23158
2018,Archer,625,807,1124,1421,9054
2018,Armstrong,616,806,1070,1231,1901
2018,Atascosa,614,816,1046,1186,44911
2018,Austin,758,976,1224,1719,28417
2018,Bailey,553,697,1014,1090,7165
2018,Bandera,801,1001,1321,1604,20485
2018,Bastrop,1023,1251,1679,2018,74171
2018,Baylor,524,697,962,1090,3726
2018,Bee,613,815,1185,1304,31861
2018,Bell,580,771,1098,1358,310235
2018,Bexar,801,1001,1321,1604,1714773
2018,Blanco,638,848,1164,1486,10497
2018,Borden,584,736,976,1151,641
2018,Bosque,529,703,881,957,18212
2018,Bowie,627,795,1022,1178,92565
2018,Brazoria,953,1117,1480,1967,313166
2018,Brazos,756,908,1321,1599,194851
2018,Brewster,591,786,1067,1110,9232
2018,Briscoe,553,697,880,1090,1637
2018,Brooks,553,697,874,1090,7223
2018,Brown,595,705,1008,1116,38106
2018,Burleson,756,908,1321,1599,17187
2018,Burnet,713,819,1191,1442,42750
2018,Caldwell,1023,1251,1679,2018,38066
2018,Calhoun,708,848,1063,1481,21381
2018,Callahan,605,805,1018,1324,13544
2018,Cameron,545,697,934,1081,406220
2018,Camp,607,697,1012,1090,12401
2018,Carson,616,806,1070,1231,6182
2018,Cass,524,697,978,1220,30464
2018,Castro,609,754,945,1179,8062
2018,Chambers,871,1066,1456,1844,35096
2018,Cherokee,559,743,950,1049,50845
2018,Childress,627,720,1047,1126,7041
2018,Clay,625,807,1124,1421,10752
2018,Cochran,525,697,978,1090,3127
2018,Coke,553,697,874,1090,3320
2018,Coleman,524,697,946,1027,8895
2018,Collin,878,1077,1447,1856,782341
2018,Collingsworth,553,697,874,1090,3057
2018,Colorado,546,697,1014,1228,20874
2018,Comal,801,1001,1321,1604,108472
2018,Comanche,573,697,1009,1090,13974
2018,Concho,818,1036,1367,1642,4087
2018,Cooke,618,809,1058,1102,38437
2018,Coryell,580,771,1098,1358,75388
2018,Cottle,584,736,976,1151,1505
2018,Crane,553,697,1014,1090,4375
2018,Crockett,553,697,1014,1090,3719
2018,Crosby,689,842,1225,1483,6059
2018,Culberson,584,736,976,1151,2398
2018,Dallam,671,770,1049,1204,6703
2018,Dallas,878,1077,1447,1856,2368139
2018,Dawson,536,697,1014,1090,13833
2018,Deaf,582,774,999,1054,19372
2018,Delta,524,697,1014,1160,5231
2018,Denton,878,1077,1447,1856,662614
2018,DeWitt,524,697,985,1090,20097
2018,Dickens,607,697,924,1090,2444
2018,Dimmit,584,736,976,1151,9996
2018,Donley,524,697,1014,1090,3677
2018,Duval,579,730,915,1142,11782
2018,Eastland,524,697,877,949,18583
2018,Ector,959,1184,1481,1913,137130
2018,Edwards,584,736,976,1151,2002
2018,Ellis,878,1077,1447,1856,149610
2018,El,690,842,1210,1445,800647
2018,Erath,634,760,1031,1035,37890
2018,Falls,524,697,874,1129,17866
2018,Fannin,524,697,992,1136,33915
2018,Fayette,562,727,1057,1137,24554
2018,Fisher,553,697,926,1090,3974
2018,Floyd,607,697,933,1086,6446
2018,Foard,553,697,924,1090,1336
2018,Fort,871,1066,1456,1844,585375
2018,Franklin,553,697,874,1228,10605
2018,Freestone,585,697,1014,1228,19816
2018,Frio,524,697,952,1228,17217
2018,Gaines,553,697,1014,1228,17526
2018,Galveston,871,1066,1456,1844,291309
2018,Garza,553,697,1014,1228,6461
2018,Gillespie,736,979,1350,1465,24837
2018,Glasscock,584,736,976,1151,1226
2018,Goliad,744,911,1215,1252,7210
2018,Gonzales,524,697,895,1090,19807
2018,Gray,594,742,930,1161,22535
2018,Grayson,685,868,1181,1307,120877
2018,Gregg,747,890,1146,1390,121730
2018,Grimes,524,697,946,949,26604
2018,Guadalupe,801,1001,1321,1604,131533
2018,Hale,582,697,1001,1090,36273
2018,Hall,581,697,1014,1090,3353
2018,Hamilton,550,731,970,1143,8517
2018,Hansford,551,724,908,1132,5613
2018,Hardeman,526,699,927,1093,4139
2018,Hardin,699,856,1101,1209,54635
2018,Harris,871,1066,1456,1844,4092459
2018,Harrison,653,753,992,1095,65631
2018,Hartley,704,809,1138,1265,6062
2018,Haskell,607,697,874,1090,5899
2018,Hays,1023,1251,1679,2018,157107
2018,Hemphill,607,697,1014,1228,3807
2018,Henderson,624,784,1047,1223,78532
2018,Hidalgo,584,758,956,1109,774769
2018,Hill,559,736,923,1034,35089
2018,Hockley,598,796,998,1245,22935
2018,Hood,758,936,1308,1612,51182
2018,Hopkins,595,777,1011,1209,35161
2018,Houston,545,725,909,994,23732
2018,Howard,645,849,1064,1197,35012
2018,Hudspeth,681,830,1041,1423,3476
2018,Hunt,878,1077,1447,1856,86129
2018,Hutchinson,580,771,977,1321,22150
2018,Irion,695,900,1240,1449,1599
2018,Jack,707,891,1117,1214,9044
2018,Jackson,654,813,1160,1185,14075
2018,Jasper,600,798,1000,1087,35710
2018,Jeff,843,1062,1331,1471,2342
2018,Jefferson,699,856,1101,1209,252273
2018,Jim,583,697,1014,1090,5300
2018,Jim,623,829,1039,1129,40838
2018,Johnson,838,1054,1452,1851,150934
2018,Jones,605,805,1018,1324,20202
2018,Karnes,537,714,939,1030,14824
2018,Kaufman,878,1077,1447,1856,103350
2018,Kendall,913,1148,1441,2022,33410
2018,Kenedy,601,761,1005,1207,416
2018,Kent,553,697,1014,1090,808
2018,Kerr,717,823,1103,1121,49625
2018,Kimble,612,771,967,1206,4607
2018,King,800,1008,1264,1577,286
2018,Kinney,559,744,933,1164,3598
2018,Kleberg,614,771,1121,1358,32061
2018,Knox,553,697,874,1090,3719
2018,Lamar,625,736,1004,1296,49793
2018,Lamb,571,697,898,949,13977
2018,Lampasas,524,697,1014,1214,19677
2018,La,610,769,1119,1203,6886
2018,Lavaca,524,697,1010,1090,19263
2018,Lee,609,767,1085,1200,16612
2018,Leon,550,697,874,1089,16801
2018,Liberty,871,1066,1456,1844,75643
2018,Limestone,615,818,1026,1193,23384
2018,Lipscomb,612,703,881,957,3302
2018,Live,558,697,1014,1228,11531
2018,Llano,625,804,1037,1258,19301
2018,Loving,584,736,976,1151,82
2018,Lubbock,689,842,1225,1483,278831
2018,Lynn,607,697,918,949,5915
2018,McCulloch,536,697,1014,1090,8283
2018,McLennan,639,836,1143,1376,234906
2018,McMullen,584,736,976,1151,707
2018,Madison,553,736,923,1002,13664
2018,Marion,553,697,889,1228,10546
2018,Martin,558,697,960,963,4799
2018,Mason,817,1029,1290,1610,4012
2018,Matagorda,622,750,940,1258,36702
2018,Maverick,555,702,880,1079,54258
2018,Medina,561,746,1083,1314,46006
2018,Menard,553,697,924,1103,2242
2018,Midland,1085,1368,1712,1886,136872
2018,Milam,548,715,928,1259,24757
2018,Mills,524,697,874,1090,4936
2018,Mitchell,524,697,874,1090,9403
2018,Montague,643,826,1072,1292,19719
2018,Montgomery,871,1066,1456,1844,455746
2018,Moore,580,735,940,1220,21904
2018,Morris,576,697,1014,1228,12934
2018,Motley,553,697,924,1090,1210
2018,Nacogdoches,680,819,1057,1356,64524
2018,Navarro,615,757,971,1168,47735
2018,Newton,571,697,975,979,14445
2018,Nolan,555,697,874,1090,15216
2018,Nueces,789,997,1328,1518,340223
2018,Ochiltree,670,769,969,1333,10223
2018,Oldham,662,865,1112,1322,2052
2018,Orange,699,856,1101,1209,81837
2018,Palo,588,778,1031,1201,28111
2018,Panola,537,714,895,1188,23796
2018,Parker,838,1054,1452,1851,116927
2018,Parmer,607,697,942,1090,10269
2018,Pecos,630,777,1027,1215,15507
2018,Polk,564,750,977,1250,45413
2018,Potter,616,806,1070,1231,121073
2018,Presidio,607,697,1014,1090,7818
2018,Rains,553,697,1014,1078,10914
2018,Randall,616,806,1070,1231,120725
2018,Reagan,607,697,1013,1090,3367
2018,Real,607,697,1014,1090,3309
2018,Red,524,697,897,1090,12860
2018,Reeves,553,697,950,1090,13783
2018,Refugio,623,716,926,1120,7383
2018,Roberts,584,736,976,1151,929
2018,Robertson,756,908,1321,1599,16622
2018,Rockwall,878,1077,1447,1856,78337
2018,Runnels,524,697,874,949,10501
2018,Rusk,568,755,1017,1028,53330
2018,Sabine,546,726,910,1136,10834
2018,San,524,697,875,1090,8865
2018,San,524,697,966,970,26384
2018,San,789,997,1328,1518,64804
2018,San,524,697,1014,1090,6131
2018,Schleicher,524,697,942,1090,3461
2018,Scurry,671,846,1116,1458,16921
2018,Shackelford,589,697,1014,1228,3378
2018,Shelby,524,697,902,949,25448
2018,Sherman,607,697,946,971,3034
2018,Smith,728,891,1168,1365,209714
2018,Somervell,567,697,1014,1206,8490
2018,Starr,542,697,891,1090,60968
2018,Stephens,526,697,1014,1090,9630
2018,Sterling,584,736,976,1151,1143
2018,Stonewall,584,736,976,1151,1490
2018,Sutton,607,697,980,1090,4128
2018,Swisher,524,697,912,1090,7854
2018,Tarrant,838,1054,1452,1851,1809034
2018,Taylor,605,805,1018,1324,131506
2018,Terrell,591,745,975,1165,984
2018,Terry,541,720,977,1040,12651
2018,Throckmorton,553,697,1014,1090,1641
2018,Titus,546,697,885,1228,32334
2018,Tom,695,900,1240,1449,110224
2018,Travis,1023,1251,1679,2018,1024266
2018,Trinity,575,765,959,1197,14585
2018,Tyler,577,697,995,1111,21766
2018,Upshur,747,890,1146,1390,39309
2018,Upton,607,697,1014,1090,3355
2018,Uvalde,607,697,894,1090,26405
2018,Val,553,715,1040,1075,48879
2018,Van,583,775,1052,1131,52579
2018,Victoria,744,911,1215,1252,86793
2018,Walker,765,879,1137,1548,67861
2018,Waller,871,1066,1456,1844,43205
2018,Ward,607,697,922,1090,10658
2018,Washington,713,819,1027,1442,33718
2018,Webb,622,788,1040,1196,250304
2018,Wharton,629,770,965,1222,41280
2018,Wheeler,607,697,874,1090,5410
2018,Wichita,625,807,1124,1421,131500
2018,Wilbarger,561,697,1014,1228,13535
2018,Willacy,553,697,1014,1090,22134
2018,Williamson,1023,1251,1679,2018,422679
2018,Wilson,801,1001,1321,1604,42918
2018,Winkler,553,697,955,1090,7110
2018,Wise,728,953,1195,1298,59127
2018,Wood,594,752,1035,1324,41964
2018,Yoakum,607,697,874,1090,7879
2018,Young,533,709,946,966,18550
2018,Zapata,607,697,1014,1090,14018
2018,Zavala,607,697,874,1090,11677
2021,Anderson,659,774,1106,1333,57745
2021,Andrews,838,1044,1309,1805,17575
2021,Angelina,742,871,1101,1181,87700
2021,Aransas,779,906,1297,1420,24830
2021,Archer,656,832,1136,1346,8795
2021,Armstrong,705,906,1236,1406,1930
2021,Atascosa,773,881,1096,1417,48140
2021,Austin,810,956,1242,1641,29290
2021,Bailey,582,734,1050,1085,7100
2021,Bandera,912,1114,1446,1793,21315
2021,Bastrop,1212,1434,1848,2207,80305
2021,Baylor,644,734,1050,1085,3600
2021,Bee,702,925,1300,1511,32730
2021,Bell,639,815,1166,1411,336505
2021,Bexar,912,1114,1446,1793,1892005
2021,Blanco,679,895,1113,1319,11090
2021,Borden,628,791,1044,1170,600
2021,Bosque,557,734,913,1032,17955
2021,Bowie,658,826,1030,1322,93635
2021,Brazoria,999,1139,1528,1972,345995
2021,Brazos,774,909,1301,1574,214230
2021,Brewster,635,825,1115,1119,9220
2021,Briscoe,582,734,1050,1085,1590
2021,Brooks,582,734,913,1085,7250
2021,Brown,631,801,1142,1206,37785
2021,Burleson,774,909,1301,1574,17595
2021,Burnet,759,865,1169,1238,45015
2021,Caldwell,1212,1434,1848,2207,40545
2021,Calhoun,695,822,1113,1215,21820
2021,Callahan,733,955,1285,1639,13660
2021,Cameron,590,753,989,1138,420200
2021,Camp,639,734,1050,1269,12670
2021,Carson,705,906,1236,1406,6035
2021,Cass,557,734,1050,1177,30120
2021,Castro,644,734,1027,1085,7890
2021,Chambers,983,1176,1576,2010,39285
2021,Cherokee,577,744,1005,1009,51595
2021,Childress,663,835,1039,1235,7065
2021,Clay,656,832,1136,1346,10370
2021,Cochran,582,734,913,1121,2930
2021,Coke,557,734,913,1085,3240
2021,Coleman,557,734,984,995,8420
2021,Collin,1134,1352,1746,2309,914075
2021,Collingsworth,644,734,990,1085,3025
2021,Colorado,574,757,1035,1101,20915
2021,Comal,912,1114,1446,1793,129100
2021,Comanche,644,734,1050,1092,13490
2021,Concho,640,844,1050,1248,3860
2021,Cooke,697,840,1135,1139,39065
2021,Coryell,639,815,1166,1411,75820
2021,Cottle,582,734,913,1085,1500
2021,Crane,582,734,1050,1085,4835
2021,Crockett,582,734,969,1085,3835
2021,Crosby,733,896,1282,1551,5895
2021,Culberson,571,752,993,1112,2255
2021,Dallam,668,762,948,1127,7205
2021,Dallas,1134,1352,1746,2309,2552215
2021,Dawson,644,734,992,995,13095
2021,Deaf,654,862,1078,1169,18945
2021,Delta,605,734,992,995,5170
2021,Denton,1134,1352,1746,2309,781320
2021,DeWitt,677,800,1053,1233,20475
2021,Dickens,582,734,969,1085,2225
2021,Dimmit,628,791,1044,1170,10820
2021,Donley,557,734,1004,1085,3435
2021,Duval,582,734,1046,1050,11435
2021,Eastland,629,734,913,995,18280
2021,Ector,924,1214,1510,1845,155745
2021,Edwards,628,791,1044,1170,2110
2021,Ellis,1134,1352,1746,2309,164090
2021,El,687,831,1174,1415,834825
2021,Erath,681,837,1131,1135,41015
2021,Falls,595,734,1033,1271,17290
2021,Fannin,585,771,1089,1129,33785
2021,Fayette,605,797,1077,1081,24965
2021,Fisher,582,734,985,1085,3875
2021,Floyd,617,770,958,1044,5955
2021,Foard,628,791,1044,1170,1415
2021,Fort,983,1176,1576,2010,711420
2021,Franklin,645,774,1017,1340,10640
2021,Freestone,557,734,1050,1271,19645
2021,Frio,683,778,1023,1150,19110
2021,Gaines,582,734,1050,1129,19890
2021,Galveston,983,1176,1576,2010,321185
2021,Garza,601,757,942,1150,6740
2021,Gillespie,734,967,1384,1494,25940
2021,Glasscock,628,791,1044,1170,1420
2021,Goliad,837,1033,1333,1473,7510
2021,Gonzales,634,764,1086,1130,20560
2021,Gray,618,814,1107,1204,22960
2021,Grayson,792,959,1292,1457,126145
2021,Gregg,721,850,1152,1351,123400
2021,Grimes,564,743,958,1008,27360
2021,Guadalupe,912,1114,1446,1793,150890
2021,Hale,644,734,1050,1245,34525
2021,Hall,592,734,1024,1085,3100
2021,Hamilton,644,734,913,1085,8220
2021,Hansford,670,814,1012,1204,5530
2021,Hardeman,557,734,969,1085,3990
2021,Hardin,708,880,1145,1205,55995
2021,Harris,983,1176,1576,2010,4525520
2021,Harrison,673,832,1045,1128,66605
2021,Hartley,752,857,1226,1267,5820
2021,Haskell,644,734,1027,1085,5805
2021,Hays,1212,1434,1848,2207,194845
2021,Hemphill,738,972,1209,1437,4150
2021,Henderson,609,802,1044,1193,79685
2021,Hidalgo,574,739,953,1070,839540
2021,Hill,604,762,986,1033,35100
2021,Hockley,644,734,1050,1271,23275
2021,Hood,927,1107,1377,1686,55420
2021,Hopkins,625,783,1121,1238,35930
2021,Houston,557,734,913,995,22850
2021,Howard,846,964,1199,1347,36490
2021,Hudspeth,605,734,913,1250,3700
2021,Hunt,1134,1352,1746,2309,90320
2021,Hutchinson,618,814,1056,1262,21705
2021,Irion,762,980,1297,1572,1590
2021,Jack,582,734,1050,1271,8840
2021,Jackson,688,836,1196,1236,14755
2021,Jasper,624,823,1112,1116,35445
2021,Jeff,687,864,1146,1213,2235
2021,Jefferson,708,880,1145,1205,254575
2021,Jim,582,734,1050,1085,5260
2021,Jim,667,879,1093,1300,41320
2021,Johnson,1021,1242,1661,2077,160175
2021,Jones,733,955,1285,1639,19970
2021,Karnes,640,806,1003,1192,15050
2021,Kaufman,1134,1352,1746,2309,114850
2021,Kendall,1061,1293,1608,2063,40305
2021,Kenedy,628,791,1044,1170,565
2021,Kent,628,791,1044,1170,680
2021,Kerr,735,838,1199,1233,50760
2021,Kimble,632,751,938,1110,4430
2021,King,709,888,1107,1335,290
2021,Kinney,666,839,1044,1240,3630
2021,Kleberg,681,898,1238,1546,31540
2021,Knox,582,734,913,1085,3755
2021,Lamar,588,768,1021,1287,49400
2021,Lamb,625,734,913,995,13370
2021,Lampasas,604,796,1112,1116,20475
2021,La,572,734,1050,1085,7420
2021,Lavaca,590,777,1066,1149,19860
2021,Lee,782,911,1133,1347,16850
2021,Leon,557,734,1000,1003,16965
2021,Liberty,983,1176,1576,2010,79885
2021,Limestone,596,786,978,1066,23480
2021,Lipscomb,601,757,995,1034,3495
2021,Live,557,734,1050,1129,12045
2021,Llano,667,879,1093,1375,20195
2021,Loving,628,791,1044,1170,75
2021,Lubbock,733,896,1282,1551,298040
2021,Lynn,602,734,1050,1271,5785
2021,McCulloch,644,849,1056,1255,8145
2021,McLennan,721,934,1252,1398,245720
2021,McMullen,628,791,1044,1170,600
2021,Madison,677,887,1103,1203,13980
2021,Marion,582,734,995,1085,10140
2021,Martin,595,734,1050,1231,5545
2021,Mason,657,828,1151,1224,4120
2021,Matagorda,627,808,1064,1399,36745
2021,Maverick,570,736,917,1098,57470
2021,Medina,657,866,1133,1329,48550
2021,Menard,582,734,953,1085,2125
2021,Midland,1128,1391,1730,2352,159885
2021,Milam,599,734,1050,1271,24480
2021,Mills,582,734,913,1085,4885
2021,Mitchell,601,734,941,1189,8775
2021,Montague,667,879,1115,1300,19405
2021,Montgomery,983,1176,1576,2010,535185
2021,Moore,624,823,1024,1217,22015
2021,Morris,557,734,1050,1252,12530
2021,Motley,582,734,959,1085,1115
2021,Nacogdoches,683,838,1096,1242,65410
2021,Navarro,624,823,1178,1325,48240
2021,Newton,592,734,1004,1007,14185
2021,Nolan,559,737,1052,1276,14990
2021,Nueces,864,1079,1428,1702,358485
2021,Ochiltree,610,769,984,1137,10485
2021,Oldham,798,1025,1275,1591,2085
2021,Orange,708,880,1145,1205,83910
2021,Palo,630,796,1077,1251,28110
2021,Panola,594,783,974,1080,23575
2021,Parker,1021,1242,1661,2077,125965
2021,Parmer,644,734,976,1129,9870
2021,Pecos,734,898,1264,1555,15805
2021,Polk,656,757,1065,1098,46975
2021,Potter,705,906,1236,1406,121230
2021,Presidio,582,734,1050,1085,7190
2021,Rains,623,734,1015,1085,11245
2021,Randall,705,906,1236,1406,130550
2021,Reagan,773,974,1211,1440,3735
2021,Real,679,856,1152,1266,3360
2021,Red,557,734,913,1085,12355
2021,Reeves,691,788,1127,1165,14790
2021,Refugio,664,757,942,1199,7295
2021,Roberts,628,791,1044,1170,890
2021,Robertson,774,909,1301,1574,16725
2021,Rockwall,1134,1352,1746,2309,90415
2021,Runnels,566,746,928,1012,10265
2021,Rusk,575,754,959,1208,53025
2021,Sabine,644,734,1050,1085,10430
2021,San,582,767,954,1134,8405
2021,San,582,734,992,995,27435
2021,San,864,1079,1428,1702,66865
2021,San,557,734,918,1085,5850
2021,Schleicher,628,791,1044,1170,3120
2021,Scurry,702,877,1107,1400,17345
2021,Shackelford,582,734,969,1085,3350
2021,Shelby,557,734,978,1271,25690
2021,Sherman,644,734,1050,1137,3065
2021,Smith,899,1085,1363,1774,222275
2021,Somervell,738,889,1272,1508,8650
2021,Starr,587,734,940,1085,63420
2021,Stephens,590,734,1050,1085,9365
2021,Sterling,628,791,1044,1170,1140
2021,Stonewall,628,791,1044,1170,1085
2021,Sutton,644,734,969,1085,3895
2021,Swisher,557,734,992,995,7540
2021,Tarrant,1021,1242,1661,2077,1983675
2021,Taylor,733,955,1285,1639,135370
2021,Terrell,673,848,1119,1254,720
2021,Terry,557,734,992,995,12755
2021,Throckmorton,582,734,1050,1085,1540
2021,Titus,582,734,929,1248,32665
2021,Tom,762,980,1297,1572,116905
2021,Travis,1212,1434,1848,2207,1176585
2021,Trinity,634,836,1040,1280,14480
2021,Tyler,644,734,961,1129,21455
2021,Upshur,721,850,1152,1351,40505
2021,Upton,644,734,975,1085,3575
2021,Uvalde,644,734,913,1271,27015
2021,Val,604,796,1075,1079,48975
2021,Van,608,801,1146,1171,53605
2021,Victoria,837,1033,1333,1473,91520
2021,Walker,793,971,1208,1681,70820
2021,Waller,983,1176,1576,2010,48445
2021,Ward,636,838,1095,1239,11500
2021,Washington,767,891,1123,1428,34665
2021,Webb,735,915,1199,1351,269625
2021,Wharton,657,772,1045,1337,41430
2021,Wheeler,603,734,933,1089,5600
2021,Wichita,656,832,1136,1346,131780
2021,Wilbarger,608,734,927,1085,12970
2021,Willacy,557,734,945,995,21840
2021,Williamson,1212,1434,1848,2207,508315
2021,Wilson,912,1114,1446,1793,47205
2021,Winkler,582,734,1050,1085,7775
2021,Wise,954,1087,1401,1496,63245
2021,Wood,609,803,1032,1195,43315
2021,Yoakum,652,743,924,1099,8480
2021,Young,572,734,986,1085,18165
2021,Zapata,624,734,1000,1085,14415
2021,Zavala,640,734,913,1085,12150
2020,Anderson,661,775,1095,1361,57745
2020,Andrews,805,1005,1252,1764,17575
2020,Angelina,690,793,1040,1074,87700
2020,Aransas,735,841,1215,1277,24830
2020,Archer,605,784,1079,1308,8795
2020,Armstrong,675,872,1192,1334,1930
2020,Atascosa,683,845,1053,1283,48140
2020,Austin,793,961,1198,1687,29290
2020,Bailey,627,714,1030,1074,7100
2020,Bandera,851,1051,1372,1691,21315
2020,Bastrop,1134,1356,1763,2128,80305
2020,Baylor,627,714,1030,1074,3600
2020,Bee,645,849,1225,1437,32730
2020,Bell,611,785,1132,1378,336505
2020,Bexar,851,1051,1372,1691,1892005
2020,Blanco,628,824,1043,1295,11090
2020,Borden,592,741,984,1114,600
2020,Bosque,542,714,890,1010,17955
2020,Bowie,624,792,996,1286,93635
2020,Brazoria,925,1065,1433,1870,345995
2020,Brazos,791,938,1353,1647,214230
2020,Brewster,584,765,1032,1036,9220
2020,Briscoe,570,714,1007,1074,1590
2020,Brooks,570,714,890,1074,7250
2020,Brown,594,729,1052,1132,37785
2020,Burleson,791,938,1353,1647,17595
2020,Burnet,723,823,1159,1375,45015
2020,Caldwell,1134,1356,1763,2128,40545
2020,Calhoun,666,815,1068,1314,21820
2020,Callahan,655,863,1134,1464,13660
2020,Cameron,596,760,1011,1163,420200
2020,Camp,627,714,1030,1074,12670
2020,Carson,675,872,1192,1334,6035
2020,Cass,542,714,1030,1173,30120
2020,Castro,619,714,935,1074,7890
2020,Chambers,908,1096,1485,1878,39285
2020,Cherokee,545,718,966,973,51595
2020,Childress,613,768,1108,1155,7065
2020,Clay,605,784,1079,1308,10370
2020,Cochran,570,714,890,1074,2930
2020,Coke,542,714,890,1074,3240
2020,Coleman,542,714,964,967,8420
2020,Collin,1093,1314,1727,2262,914075
2020,Collingsworth,570,714,890,1074,3025
2020,Colorado,542,714,1030,1145,20915
2020,Comal,851,1051,1372,1691,129100
2020,Comanche,627,714,1030,1074,13490
2020,Concho,664,840,1108,1331,3860
2020,Cooke,681,827,1116,1120,39065
2020,Coryell,611,785,1132,1378,75820
2020,Cottle,585,736,977,1134,1500
2020,Crane,570,714,1030,1074,4835
2020,Crockett,570,714,948,1074,3835
2020,Crosby,708,858,1238,1506,5895
2020,Culberson,549,718,954,1080,2255
2020,Dallam,657,748,932,1125,7205
2020,Dallas,1093,1314,1727,2262,2552215
2020,Dawson,627,714,1009,1013,13095
2020,Deaf,622,819,1052,1109,18945
2020,Delta,578,714,964,967,5170
2020,Denton,1093,1314,1727,2262,781320
2020,DeWitt,575,741,995,1144,20475
2020,Dickens,627,714,948,1074,2225
2020,Dimmit,592,741,984,1114,10820
2020,Donley,542,714,1030,1074,3435
2020,Duval,570,714,987,991,11435
2020,Eastland,542,714,890,967,18280
2020,Ector,901,1164,1451,1821,155745
2020,Edwards,592,741,984,1114,2110
2020,Ellis,1093,1314,1727,2262,164090
2020,El,677,827,1173,1408,834825
2020,Erath,654,790,1066,1070,41015
2020,Falls,542,714,916,1101,17290
2020,Fannin,563,742,1039,1133,33785
2020,Fayette,572,753,1016,1039,24965
2020,Fisher,570,714,973,1074,3875
2020,Floyd,627,714,890,967,5955
2020,Foard,592,741,984,1114,1415
2020,Fort,908,1096,1485,1878,711420
2020,Franklin,589,714,958,1254,10640
2020,Freestone,556,714,1030,1254,19645
2020,Frio,627,714,952,1107,19110
2020,Gaines,570,714,1030,1254,19890
2020,Galveston,908,1096,1485,1878,321185
2020,Garza,570,714,946,1204,6740
2020,Gillespie,710,935,1349,1428,25940
2020,Glasscock,592,741,984,1114,1420
2020,Goliad,815,1002,1296,1429,7510
2020,Gonzales,545,714,1022,1074,20560
2020,Gray,590,777,1033,1168,22960
2020,Grayson,740,915,1238,1383,126145
2020,Gregg,781,918,1228,1464,123400
2020,Grimes,542,714,981,1074,27360
2020,Guadalupe,851,1051,1372,1691,150890
2020,Hale,619,714,1025,1200,34525
2020,Hall,601,714,1030,1074,3100
2020,Hamilton,618,714,890,1074,8220
2020,Hansford,587,749,933,1126,5530
2020,Hardeman,542,714,948,1074,3990
2020,Hardin,688,857,1115,1180,55995
2020,Harris,908,1096,1485,1878,4525520
2020,Harrison,661,786,1000,1065,66605
2020,Hartley,691,787,1135,1183,5820
2020,Haskell,627,714,902,1074,5805
2020,Hays,1134,1356,1763,2128,194845
2020,Hemphill,639,842,1049,1266,4150
2020,Henderson,611,796,1039,1223,79685
2020,Hidalgo,577,743,955,1068,839540
2020,Hill,594,752,957,1019,35100
2020,Hockley,611,714,928,1254,23275
2020,Hood,904,1073,1357,1696,55420
2020,Hopkins,597,756,1091,1153,35930
2020,Houston,542,714,890,967,22850
2020,Howard,755,894,1114,1211,36490
2020,Hudspeth,642,785,978,1336,3700
2020,Hunt,1093,1314,1727,2262,90320
2020,Hutchinson,587,773,997,1273,21705
2020,Irion,740,963,1284,1529,1590
2020,Jack,576,763,1035,1313,8840
2020,Jackson,635,806,1163,1212,14755
2020,Jasper,590,777,1030,1053,35445
2020,Jeff,763,959,1273,1347,2235
2020,Jefferson,688,857,1115,1180,254575
2020,Jim,570,714,1030,1074,5260
2020,Jim,628,827,1031,1120,41320
2020,Johnson,945,1165,1579,1980,160175
2020,Jones,655,863,1134,1464,19970
2020,Karnes,595,784,977,1179,15050
2020,Kaufman,1093,1314,1727,2262,114850
2020,Kendall,991,1224,1525,2149,40305
2020,Kenedy,592,741,984,1114,565
2020,Kent,570,714,1012,1074,680
2020,Kerr,701,798,1151,1236,50760
2020,Kimble,624,732,920,1101,4430
2020,King,787,986,1229,1483,290
2020,Kinney,644,807,1006,1214,3630
2020,Kleberg,606,798,1151,1401,31540
2020,Knox,570,714,890,1074,3755
2020,Lamar,563,719,944,1262,49400
2020,Lamb,627,714,893,967,13370
2020,Lampasas,580,764,1102,1128,20475
2020,La,547,721,1040,1084,7420
2020,Lavaca,552,727,1016,1093,19860
2020,Lee,725,827,1091,1244,16850
2020,Leon,584,714,979,990,16965
2020,Liberty,908,1096,1485,1878,79885
2020,Limestone,578,749,933,1015,23480
2020,Lipscomb,570,714,979,1006,3495
2020,Live,542,714,1030,1254,12045
2020,Llano,623,821,1023,1235,20195
2020,Loving,592,741,984,1114,75
2020,Lubbock,708,858,1238,1506,298040
2020,Lynn,627,714,1009,1254,5785
2020,McCulloch,588,775,966,1165,8145
2020,McLennan,692,900,1216,1393,245720
2020,McMullen,592,741,984,1114,600
2020,Madison,647,852,1062,1154,13980
2020,Marion,570,714,937,1107,10140
2020,Martin,572,714,1030,1107,5545
2020,Mason,699,879,1229,1354,4120
2020,Matagorda,609,742,933,1298,36745
2020,Maverick,542,714,890,1093,57470
2020,Medina,618,814,1073,1312,48550
2020,Menard,570,714,890,1074,2125
2020,Midland,1080,1349,1681,2123,159885
2020,Milam,581,714,1001,1254,24480
2020,Mills,570,714,890,1074,4885
2020,Mitchell,542,714,910,1110,8775
2020,Montague,640,843,1051,1268,19405
2020,Montgomery,908,1096,1485,1878,535185
